tenant_id,model,prompt_class,input_tokens,max_tokens_requested,actual_output_tokens,conversation_depth,has_tool_calls,has_system_message,num_tool_definitions,user_role_hint
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,vision,816,1024,567,3,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,tool_calling,813,4096,198,7,true,true,6,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,chat_long,1510,0,974,1,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,chat_long,1401,0,491,1,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,chat_long,2708,1024,624,6,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,chat_long,3171,0,672,7,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,tool_calling,767,0,253,7,true,false,2,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,summarization,3599,0,434,8,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,chat_long,3029,0,846,3,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,tool_calling,868,0,269,4,true,true,3,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,rag,4420,0,464,4,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,code_gen,1229,512,835,8,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,chat_long,2304,4096,650,5,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,summarization,4277,1024,397,6,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,tool_calling,516,4096,217,4,true,true,6,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,summarization,6173,0,395,8,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,summarization,5579,0,294,1,false,false,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,vision,1637,0,487,4,true,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,rag,1981,0,688,8,true,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,chat_short,132,0,155,5,true,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,summarization,2828,0,381,5,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,chat_short,105,0,174,4,false,false,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,tool_calling,815,0,229,1,true,true,5,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,chat_short,124,0,223,2,false,false,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,chat_long,2975,0,752,5,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,chat_long,1231,0,724,3,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,chat_short,116,0,183,6,false,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,tool_calling,807,0,228,2,true,true,6,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,code_gen,1243,0,1050,5,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,code_gen,825,0,1006,7,true,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,tool_calling,520,0,285,7,true,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,chat_short,95,0,148,3,true,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,rag,2109,0,369,6,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,summarization,5299,0,336,4,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,chat_long,1802,0,688,7,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,code_gen,980,0,934,4,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,summarization,3919,4096,294,3,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,chat_long,1555,0,1021,6,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,rag,2777,0,470,4,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,vision,1863,0,457,4,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,chat_short,127,0,164,3,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,summarization,4728,0,400,7,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,tool_calling,716,512,272,6,true,true,4,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,rag,3740,2048,394,7,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,rag,3473,0,517,8,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,chat_long,2165,0,771,2,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,code_gen,844,0,822,8,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,code_gen,572,512,1120,3,false,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,chat_long,1861,0,526,3,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,chat_short,148,0,200,7,false,false,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,code_gen,1126,0,1300,3,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,code_gen,902,0,1364,7,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,code_gen,973,2048,1227,3,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,chat_long,1482,0,608,3,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,tool_calling,911,1024,222,3,true,true,6,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,rag,4655,0,451,4,false,false,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,tool_calling,770,0,336,2,true,true,6,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,code_gen,659,0,938,8,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,rag,3518,0,253,1,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,summarization,5720,2048,333,1,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,summarization,5502,0,387,6,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,chat_long,2769,512,580,6,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,code_gen,711,0,1471,2,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,chat_short,72,1024,106,3,false,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,summarization,4709,0,358,2,false,false,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,code_gen,741,0,1312,2,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,tool_calling,837,0,321,8,true,true,6,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,code_gen,584,2048,986,1,true,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,chat_short,104,0,197,3,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,chat_short,85,0,184,3,true,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,tool_calling,617,0,288,2,true,true,1,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,tool_calling,364,0,326,2,true,false,3,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,chat_long,1657,0,844,6,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,tool_calling,401,0,274,3,true,true,5,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,tool_calling,911,0,265,2,true,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,tool_calling,937,0,319,3,true,true,5,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,chat_long,2400,0,742,5,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,tool_calling,747,1024,238,8,true,true,1,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,tool_calling,676,2048,285,7,true,true,5,first
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,vision,740,0,596,5,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,rag,3937,4096,423,3,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,chat_long,2272,0,670,2,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,chat_short,152,0,138,3,false,false,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,chat_short,155,0,139,5,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,tool_calling,561,0,247,2,true,true,4,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,chat_short,76,0,194,2,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,chat_long,1205,512,792,7,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,rag,4021,0,533,6,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,code_gen,937,0,1021,4,false,false,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,chat_short,137,0,189,2,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,code_gen,1071,0,761,4,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,chat_long,1247,0,971,1,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,summarization,5308,0,321,8,false,false,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,tool_calling,386,0,246,7,true,false,2,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,tool_calling,417,0,287,1,true,true,1,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,code_gen,1220,0,936,6,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,chat_long,1417,0,525,2,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,summarization,3460,0,355,3,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,tool_calling,489,1024,291,6,true,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,code_gen,504,0,1050,8,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,summarization,2885,0,387,4,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,tool_calling,711,512,250,1,true,false,1,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,summarization,2767,2048,453,1,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,summarization,3930,0,522,6,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,summarization,4856,0,271,8,true,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,summarization,5938,0,261,1,false,false,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,summarization,3776,0,342,1,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,chat_short,112,1024,189,3,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,rag,1967,1024,282,7,false,false,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,chat_long,1836,2048,482,1,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,rag,4645,4096,349,1,true,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,chat_short,60,1024,166,3,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,chat_short,118,512,210,2,false,false,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,rag,2705,0,362,3,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,summarization,3096,2048,412,3,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,chat_long,1203,4096,718,1,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,chat_long,1408,0,764,6,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,vision,1486,4096,618,1,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,code_gen,1056,0,846,3,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,code_gen,561,0,1106,4,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,code_gen,688,0,911,3,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,code_gen,1194,4096,1319,3,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,chat_short,157,0,109,5,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,chat_short,114,0,175,1,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,vision,1440,0,641,5,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,code_gen,856,2048,1060,2,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,summarization,4183,0,306,5,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,tool_calling,760,4096,286,4,true,true,6,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,vision,1878,0,627,4,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,chat_short,150,1024,157,2,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,chat_long,1452,0,826,3,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,vision,1185,0,553,6,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,vision,1425,512,545,2,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,vision,1776,2048,525,7,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,chat_short,100,0,134,7,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,chat_short,152,512,162,6,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,vision,1541,1024,782,8,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,summarization,2757,0,470,7,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,vision,1669,0,538,1,false,false,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,vision,759,0,477,6,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,rag,4569,0,532,8,false,false,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,rag,2290,512,506,5,true,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,vision,1496,0,439,1,false,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,chat_short,124,0,228,1,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,tool_calling,525,2048,264,5,true,true,6,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,summarization,2429,2048,370,5,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,code_gen,740,0,786,5,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,chat_short,100,0,118,3,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,code_gen,790,0,1148,4,false,false,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,rag,4519,0,408,5,false,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,chat_long,2141,1024,880,2,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,summarization,3886,0,322,8,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,rag,2013,512,501,5,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,chat_long,2018,0,534,8,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,vision,1119,2048,554,5,false,false,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,vision,1662,1024,443,7,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,summarization,4535,512,454,4,true,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,chat_long,2953,0,505,2,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,chat_short,89,0,166,6,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,code_gen,1080,0,967,7,true,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,chat_long,2379,0,672,1,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,rag,4784,0,557,1,true,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,summarization,3410,1024,352,5,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,code_gen,1040,0,836,2,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,chat_short,109,0,179,4,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,chat_short,151,0,123,8,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,chat_short,126,0,207,2,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,code_gen,520,512,1085,5,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,tool_calling,870,512,317,3,true,true,3,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,code_gen,778,0,950,2,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,vision,1740,1024,724,1,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,summarization,5609,0,415,3,false,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,chat_short,147,1024,141,7,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,code_gen,1174,0,1120,4,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,rag,3901,0,428,6,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,vision,1790,0,480,1,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,vision,809,0,630,1,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,summarization,2715,0,504,8,true,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,chat_short,125,0,165,1,false,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,tool_calling,697,0,277,8,true,false,2,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,vision,1118,4096,434,8,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,chat_short,142,2048,139,6,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,summarization,5370,0,303,2,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,vision,1580,0,584,7,true,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,rag,3172,0,294,1,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,vision,1829,1024,526,3,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,tool_calling,889,0,182,4,true,true,2,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,summarization,2952,0,461,5,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,tool_calling,739,0,268,6,true,false,1,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,tool_calling,685,0,204,2,true,false,4,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,rag,3930,0,522,7,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,summarization,5081,0,269,3,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,vision,1661,0,483,8,false,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,rag,4027,0,439,4,false,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,code_gen,517,0,890,6,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,code_gen,1175,4096,996,4,false,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,code_gen,917,0,1111,5,false,false,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,chat_long,2227,0,370,7,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,rag,1816,0,474,6,false,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,rag,2703,2048,448,2,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,chat_long,2772,0,607,6,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,code_gen,654,4096,949,1,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,tool_calling,506,0,295,2,true,true,4,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,code_gen,1137,0,993,8,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,chat_long,1364,0,846,1,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,vision,1229,0,427,7,false,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,tool_calling,635,0,233,5,true,true,4,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,code_gen,840,0,1241,6,true,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,chat_short,121,512,185,2,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,chat_short,98,512,153,8,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,summarization,3579,0,327,6,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,chat_long,1210,0,974,2,false,false,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,code_gen,1204,1024,929,5,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,vision,1273,0,610,5,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,tool_calling,930,0,252,5,true,true,1,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,summarization,4865,0,377,3,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,summarization,3652,4096,296,6,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,vision,1382,0,574,2,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,rag,4000,0,366,1,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,chat_long,1721,4096,514,3,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,tool_calling,440,0,297,1,true,true,6,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,tool_calling,444,0,241,3,true,false,3,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,chat_short,83,0,147,6,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,chat_short,70,2048,230,5,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,tool_calling,712,512,263,4,true,true,2,continuation
